geoid,state_abbr,population,change_perc_above_100,lon,name,count_prop,lat,days_above_100_today,days_above_100_30yrs,change_days_above_100,geometry
13803,ny,4379,200,-76.06323,ZCTA5 13803,2477,42.45651,1,3,2,"list(c(-76.212832, -76.215763, -76.060901, -75.983166, -75.985721, -75.951841, -75.92068, -75.965774, -75.986781, -76.018073, -76.112619, -76.113319, -76.085239, -76.206304, -76.212832, 42.460095, 42.428237, 42.395079, 42.347983, 42.394953, 42.415929, 42.464772, 42.459823, 42.515907, 42.527308, 42.555668, 42.555636, 42.483556, 42.479753, 42.460095))"
11958,ny,802,NA,-72.4667,ZCTA5 11958,593,41.03942,0,1,1,"list(c(-72.474536086736, -72.4942800445234, -72.447528, -72.436136, -72.474536086736, 41.0543826399058, 41.0462787483324, 41.018804, 41.035653, 41.0543826399058))"
14545,ny,113,100,-77.70101,ZCTA5 14545,103,42.66486,1,2,1,"list(c(-77.718062, -77.718231, -77.70495, -77.718062, 42.672494, 42.661444, 42.66296, 42.672494))"
14094,ny,50403,150,-78.70091,ZCTA5 14094,19987,43.16018,2,5,3,"list(c(-78.815421, -78.845994, -78.804203, -78.826516, -78.733606, -78.727647, -78.666733, -78.576065, -78.557474, -78.619677, -78.625168, -78.651226, -78.77935, -78.815421, 43.220327, 43.191006, 43.144643, 43.123519, 43.084219, 43.08622, 43.085364, 43.079758, 43.117944, 43.186813, 43.250959, 43.257608, 43.219551, 43.220327))"
07631,nj,29129,133.3,-73.97357,ZCTA5 07631,7900,40.89174,6,14,8,"list(c(-73.988611, -73.993998, -73.975752, -73.96747, -73.949392, -73.984405, -73.988611, 40.911704, 40.874309, 40.869058, 40.868846, 40.900729, 40.912052, 40.911704))"
08540,nj,48700,88.9,-74.65564,ZCTA5 08540,16531,40.36331,9,17,8,"list(c(-74.751641, -74.746037, -74.676571, -74.613688, -74.589344, -74.578564, -74.571633, -74.581416, -74.591703, -74.594968, -74.631525, -74.636324, -74.629154, -74.629139, -74.647298, -74.688969, -74.730069, -74.751641, 40.364152, 40.32611, 40.290148, 40.324226, 40.358089, 40.395147, 40.423908, 40.460396, 40.457941, 40.454965, 40.420933, 40.406273, 40.399472, 40.399209, 40.402567, 40.405653, 40.372808, 40.364152))"
12901,ny,32866,300,-73.47385,ZCTA5 12901,11143,44.70386,1,4,3,"list(c(-73.579656, -73.535349, -73.546701, -73.549293, -73.513465, -73.437885, -73.442327, -73.450004, -73.360318, -73.393084, -73.447947, -73.579656, 44.733539, 44.66332, 44.626793, 44.623769, 44.6034, 44.608631, 44.672434, 44.69908, 44.800703, 44.811962, 44.77923, 44.733539))"
08223,nj,4207,150,-74.65705,ZCTA5 08223,5986,39.27017,4,10,6,"list(c(-74.700325, -74.683237, -74.64666, -74.598797, -74.626025, -74.640088, -74.700325, 39.290802, 39.246764, 39.23257, 39.305196, 39.292847, 39.29599, 39.290802))"
07075,nj,9865,114.3,-74.08778,ZCTA5 07075,3313,40.85071,7,15,8,"list(c(-74.097846, -74.09897, -74.076281, -74.074887, -74.087541, -74.093921, -74.097846, 40.861458, 40.850301, 40.837114, 40.848577, 40.861402, 40.865096, 40.861458))"
10596,ny,951,112.5,-73.95918,ZCTA5 10596,641,41.25599,8,17,9,"list(c(-73.962629, -73.953691, -73.949243, -73.962629, 41.26377, 41.249098, 41.253874, 41.26377))"
10039,ny,27234,133.3,-73.93622,ZCTA5 10039,294,40.83087,6,14,8,"list(c(-73.943842, -73.937181, -73.933982, -73.934911, -73.940167, -73.940231, -73.943842, 40.823648, 40.819144, 40.817704, 40.835736, 40.830383, 40.830283, 40.823648))"
12778,ny,384,200,-74.8093,ZCTA5 12778,2404,41.64227,1,3,2,"list(c(-74.819368, -74.809563, -74.815739, -74.819368, 41.674968, 41.65044, 41.674875, 41.674968))"
12041,ny,599,200,-73.96424,ZCTA5 12041,219,42.58329,2,6,4,"list(list(c(-73.951172, -73.972081, -73.943449, -73.951172, 42.581379, 42.5754, 42.574544, 42.581379)), list(c(-73.997652, -73.974092, -73.972507, -73.997652, 42.551067, 42.529091, 42.54352, 42.551067)))"
14506,ny,775,133.3,-77.507,ZCTA5 14506,611,43.00178,3,7,4,"list(c(-77.484728, -77.524768, -77.484188, -77.484728, 43.008652, 43.009903, 42.991458, 43.008652))"
07711,nj,1749,200,-74.00836,ZCTA5 07711,878,40.23924,2,6,4,"list(c(-74.013811, -73.9958816764003, -73.9933945723875, -74.013811, 40.243414, 40.2303606199068, 40.2373795283136, 40.243414))"
11004,ny,16426,150,-73.71148,ZCTA5 11004,2484,40.74621,4,10,6,"list(c(-73.721489, -73.722934, -73.71371, -73.700983, -73.705271, -73.707825, -73.721489, 40.756427, 40.754128, 40.736175, 40.738896, 40.75477, 40.756216, 40.756427))"
07012,nj,14711,100,-74.15983,ZCTA5 07012,3399,40.84744,8,16,8,"list(c(-74.145895, -74.179903, -74.162666, -74.157483, -74.143, -74.145895, 40.851735, 40.847261, 40.837808, 40.834998, 40.8449, 40.851735))"
08270,nj,8278,128.6,-74.79666,ZCTA5 08270,15846,39.2716,7,16,9,"list(c(-74.894184, -74.922078, -74.9147759897249, -74.8925155763609, -74.762042, -74.727414, -74.683237, -74.700325, -74.726364, -74.759133, -74.861294, -74.864567, -74.882146, -74.887462, -74.894184, 39.246337, 39.224783, 39.177623973507, 39.1643777382743, 39.204699, 39.242207, 39.246764, 39.290802, 39.356992, 39.387916, 39.323815, 39.324375, 39.30839, 39.281014, 39.246337))"
14527,ny,12878,150,-77.06532,ZCTA5 14527,7376,42.66712,2,5,3,"list(c(-77.154027, -77.225109, -77.157658, -77.103901, -77.119319, -77.098114, -77.008721, -76.998652, -76.920724, -76.949391, -76.958944, -76.975115, -77.000842, -77.031302, -77.10601, -77.150677, -77.154027, 42.731335, 42.669053, 42.627967, 42.614031, 42.513055, 42.548438, 42.563981, 42.62276, 42.630985, 42.684687, 42.699489, 42.758925, 42.764079, 42.763752, 42.763441, 42.755613, 42.731335))"
14208,ny,11029,200,-78.85299,ZCTA5 14208,4417,42.91611,1,3,2,"list(c(-78.858924, -78.859741, -78.852752, -78.843486, -78.858924, 42.922217, 42.903909, 42.90382, 42.921935, 42.922217))"
07057,nj,11833,114.3,-74.10669,ZCTA5 07057,2519,40.85352,7,15,8,"list(c(-74.107481, -74.119337, -74.10277, -74.09897, -74.097846, -74.101583, -74.107481, 40.863219, 40.853316, 40.841478, 40.850301, 40.861458, 40.863791, 40.863219))"
07803,nj,3976,200,-74.60045,ZCTA5 07803,1528,40.87765,2,6,4,"list(c(-74.621399, -74.623642, -74.579069, -74.577823, -74.59653, -74.621399, 40.868574, 40.866831, 40.877597, 40.886016, 40.901014, 40.868574))"
08869,nj,7993,90,-74.64317,ZCTA5 08869,2247,40.57305,10,19,9,"list(c(-74.625383, -74.647957, -74.626119, -74.625383, 40.573897, 40.557086, 40.563143, 40.573897))"
12828,ny,9866,200,-73.56402,ZCTA5 12828,4076,43.25506,3,9,6,"list(c(-73.67639, -73.739934, -73.678425, -73.579279, -73.580363, -73.528745, -73.520545, -73.470078, -73.486386, -73.510437, -73.595078, -73.67639, 43.263475, 43.251303, 43.258965, 43.208906, 43.156432, 43.193269, 43.249121, 43.304683, 43.320676, 43.331708, 43.290903, 43.263475))"
12177,ny,511,166.7,-74.28711,ZCTA5 12177,284,42.95094,3,8,5,"list(c(-74.283054, -74.288372, -74.275781, -74.272603, -74.283054, 42.957452, 42.944774, 42.951256, 42.954705, 42.957452))"
11005,ny,2075,150,-73.71424,ZCTA5 11005,7,40.75664,4,10,6,"list(c(-73.713325, -73.721489, -73.707825, -73.713325, 40.75973, 40.756427, 40.756216, 40.75973))"
12987,ny,224,100,-73.76705,ZCTA5 12987,200,44.32189,1,2,1,"list(c(-73.806681, -73.721596, -73.77272, -73.761594, -73.806681, 44.305628, 44.313438, 44.340117, 44.387062, 44.305628))"
10165,ny,0,116.7,-73.97872,ZCTA5 10165,6,40.75213,6,13,7,"list(c(-73.979287, -73.978159, -73.977677, -73.979287, 40.752801, 40.75146, 40.752119, 40.752801))"
12411,ny,353,140,-74.04557,ZCTA5 12411,231,41.87606,5,12,7,"list(c(-74.029504, -74.051207, -74.034597, -74.029504, 41.880979, 41.867865, 41.875412, 41.880979))"
10171,ny,0,116.7,-73.97386,ZCTA5 10171,2,40.7559,6,13,7,"list(c(-73.974439, -73.974897, -73.973276, -73.97282, -73.974439, 40.756556, 40.755928, 40.755243, 40.75587, 40.756556))"
07717,nj,1760,200,-74.01506,ZCTA5 07717,968,40.19135,2,6,4,"list(c(-74.025648, -74.0091928544547, -74.0080230094669, -74.021261, -74.025648, 40.185312, 40.1875097689052, 40.1955891445672, 40.197489, 40.185312))"
10987,ny,3753,200,-74.23208,ZCTA5 10987,1741,41.20397,3,9,6,"list(c(-74.247858, -74.287697, -74.2807460598153, -74.2800046346765, -74.2341633829452, -74.161789, -74.151001, -74.181191, -74.193874, -74.247858, 41.246623, 41.210344, 41.1633006677571, 41.1629763864344, 41.1430920081385, 41.195794, 41.203462, 41.228, 41.273941, 41.246623))"
07740,nj,31863,300,-73.99016,ZCTA5 07740,9033,40.29568,1,4,3,"list(c(-73.997233, -74.012498, -74.009807, -74.000174, -73.9870578044889, -73.9749198000608, -73.997233, 40.329783, 40.304887, 40.275389, 40.263357, 40.2600811771617, 40.3221710075345, 40.329783))"
07514,nj,19254,100,-74.14448,ZCTA5 07514,2746,40.92615,8,16,8,"list(c(-74.148071, -74.156454, -74.154318, -74.13026, -74.132337, -74.148071, 40.941643, 40.92541, 40.91671, 40.918119, 40.92243, 40.941643))"
12866,ny,38788,175,-73.7408,ZCTA5 12866,16266,43.07079,4,11,7,"list(c(-73.872943, -73.877888, -73.822672, -73.751392, -73.75437, -73.71382, -73.699737, -73.640547, -73.636981, -73.655205, -73.697263, -73.773712, -73.872943, 43.090085, 43.071597, 43.036236, 43.024219, 42.956165, 42.992718, 43.055613, 43.045628, 43.124121, 43.141597, 43.152718, 43.113016, 43.090085))"
13691,ny,3103,100,-75.78315,ZCTA5 13691,2162,44.22543,2,4,2,"list(c(-75.854062, -75.88536, -75.883938, -75.784191, -75.733445, -75.693374, -75.674879, -75.628517, -75.678402, -75.793326, -75.820903, -75.854062, 44.270564, 44.23349, 44.143722, 44.129967, 44.244918, 44.235474, 44.258138, 44.299102, 44.316517, 44.261254, 44.28232, 44.270564))"
07603,nj,8830,114.3,-74.02933,ZCTA5 07603,2290,40.87505,7,15,8,"list(c(-74.034451, -74.035849, -74.022317, -74.034451, 40.884269, 40.869222, 40.865673, 40.884269))"
13641,ny,50,150,-76.00491,ZCTA5 13641,211,44.27516,2,5,3,"list(c(-76.014282, -76.000254, -76.001112, -76.014282, 44.275421, 44.272759, 44.279858, 44.275421))"
13211,ny,6274,166.7,-76.11962,ZCTA5 13211,2647,43.10341,3,8,5,"list(c(-76.163826, -76.156142, -76.116747, -76.093698, -76.093634, -76.163826, 43.093184, 43.091894, 43.092687, 43.092221, 43.11995, 43.093184))"
13316,ny,6075,300,-75.74262,ZCTA5 13316,4442,43.40947,1,4,3,"list(c(-75.935781, -75.93927, -75.877986, -75.811112, -75.814917, -75.75301, -75.692598, -75.6395, -75.667527, -75.620722, -75.628663, -75.671476, -75.712299, -75.688062, -75.75873, -75.816029, -75.838997, -75.861099, -75.935781, 43.346275, 43.337823, 43.322887, 43.299464, 43.257143, 43.239105, 43.312854, 43.444149, 43.478717, 43.530812, 43.620493, 43.632656, 43.612908, 43.58673, 43.508344, 43.480461, 43.429425, 43.380321, 43.346275))"
13733,ny,4973,200,-75.48204,ZCTA5 13733,3358,42.3032,1,3,2,"list(c(-75.608664, -75.618711, -75.515644, -75.474479, -75.419203, -75.391033, -75.381162, -75.416778, -75.38639, -75.37238, -75.452691, -75.52225, -75.587624, -75.608664, 42.333495, 42.300316, 42.285701, 42.253362, 42.168053, 42.163105, 42.243804, 42.263708, 42.325354, 42.348275, 42.394936, 42.375143, 42.367647, 42.333495))"
10511,ny,2245,112.5,-73.94371,ZCTA5 10511,855,41.26298,8,17,9,"list(list(c(-73.928808, -73.933753, -73.928985, -73.928808, 41.268682, 41.268293, 41.263491, 41.268682)), list(c(-73.940774, -73.962629, -73.949243, -73.935444, -73.940774, 41.27256, 41.26377, 41.253874, 41.267506, 41.27256)))"
10537,ny,2572,116.7,-73.88514,ZCTA5 10537,1318,41.33788,6,13,7,"list(c(-73.893433, -73.875052, -73.892449, -73.893433, 41.33115, 41.333023, 41.343747, 41.33115))"
12821,ny,2764,133.3,-73.41288,ZCTA5 12821,167,43.45869,3,7,4,"list(c(-73.441692, -73.445152, -73.369749, -73.368799, -73.370448, -73.441692, 43.456925, 43.437121, 43.445786, 43.446458, 43.455664, 43.456925))"
14850,ny,67991,300,-76.49957,ZCTA5 14850,18040,42.431,1,4,3,"list(c(-76.604093, -76.671424, -76.659614, -76.536243, -76.53706, -76.441813, -76.415205, -76.425408, -76.374426, -76.351157, -76.3988, -76.385167, -76.474977, -76.527286, -76.573052, -76.602487, -76.604093, 42.506041, 42.43901, 42.415808, 42.390697, 42.368053, 42.312621, 42.336487, 42.378307, 42.394227, 42.414384, 42.472238, 42.485482, 42.524668, 42.526111, 42.532298, 42.516562, 42.506041))"
08840,nj,17757,100,-74.35841,ZCTA5 08840,8368,40.54363,9,18,9,"list(list(c(-74.329924, -74.328439, -74.317277, -74.329924, 40.556723, 40.546314, 40.552568, 40.556723)), list(c(-74.344831, -74.381859, -74.368117, -74.344831, 40.553265, 40.549676, 40.528868, 40.553265)))"
07401,nj,6820,116.7,-74.13329,ZCTA5 07401,2506,41.03318,6,13,7,"list(c(-74.155441, -74.147768, -74.120746, -74.114609, -74.15022, -74.155441, 41.025909, 41.021773, 41.020076, 41.043462, 41.040401, 41.025909))"
